,index,y
539199,2022-04-14_8QR,44
579732,2022-04-15_8QR,45
620205,2022-04-16_8QR,28
660720,2022-04-17_8QR,21
701015,2022-04-18_8QR,37
741356,2022-04-19_8QR,51
781797,2022-04-20_8QR,57
822112,2022-04-21_8QR,45
862352,2022-04-22_8QR,44
902737,2022-04-23_8QR,20
943050,2022-04-24_8QR,15
983379,2022-04-25_8QR,59
1023672,2022-04-26_8QR,55
1064092,2022-04-27_8QR,48
1104389,2022-04-28_8QR,46
1142110,2022-04-29_8QR,40
1179003,2022-04-30_8QR,21
16345,2022-05-01_8QR,15
56734,2022-05-02_8QR,36
97225,2022-05-03_8QR,45
137743,2022-05-04_8QR,43
178307,2022-05-05_8QR,42
218845,2022-05-06_8QR,45
259396,2022-05-07_8QR,15
299730,2022-05-08_8QR,21
340072,2022-05-09_8QR,54
380603,2022-05-10_8QR,58
421141,2022-05-11_8QR,44
461642,2022-05-12_8QR,47
502087,2022-05-13_8QR,56
542569,2022-05-14_8QR,15
583124,2022-05-15_8QR,20
623592,2022-05-16_8QR,62
664115,2022-05-17_8QR,52
704405,2022-05-18_8QR,48
744743,2022-05-19_8QR,55
785194,2022-05-20_8QR,45
825503,2022-05-21_8QR,31
865753,2022-05-22_8QR,15
906110,2022-05-23_8QR,58
946436,2022-05-24_8QR,48
986791,2022-05-25_8QR,44
1027085,2022-05-26_8QR,28
1067492,2022-05-27_8QR,33
1107782,2022-05-28_8QR,20
1145501,2022-05-29_8QR,20
1182391,2022-05-30_8QR,59
1215981,2022-05-31_8QR,59
19734,2022-06-01_8QR,49
60095,2022-06-02_8QR,62
100595,2022-06-03_8QR,45
141105,2022-06-04_8QR,28
181668,2022-06-05_8QR,10
222236,2022-06-06_8QR,34
262771,2022-06-07_8QR,59
303106,2022-06-08_8QR,55
343464,2022-06-09_8QR,56
383999,2022-06-10_8QR,49
424532,2022-06-11_8QR,27
465014,2022-06-12_8QR,25
505465,2022-06-13_8QR,54
545960,2022-06-14_8QR,61
586522,2022-06-15_8QR,52
626988,2022-06-16_8QR,61
667418,2022-06-17_8QR,51
707710,2022-06-18_8QR,22
748048,2022-06-19_8QR,72
788495,2022-06-20_8QR,47
828793,2022-06-21_8QR,55
869038,2022-06-22_8QR,47
909310,2022-06-23_8QR,51
949640,2022-06-24_8QR,15
990003,2022-06-25_8QR,28
1030301,2022-06-26_8QR,26
1070683,2022-06-27_8QR,60
1110973,2022-06-28_8QR,54
1148713,2022-06-29_8QR,56
1185591,2022-06-30_8QR,57
22949,2022-07-01_8QR,41
63500,2022-07-02_8QR,36
103997,2022-07-03_8QR,89
144501,2022-07-04_8QR,56
185065,2022-07-05_8QR,55
225641,2022-07-06_8QR,37
266158,2022-07-07_8QR,49
306496,2022-07-08_8QR,45
346860,2022-07-09_8QR,17
387397,2022-07-10_8QR,21
427919,2022-07-11_8QR,42
468395,2022-07-12_8QR,41
508859,2022-07-13_8QR,55
549336,2022-07-14_8QR,15
589864,2022-07-15_8QR,33
630297,2022-07-16_8QR,16
670726,2022-07-17_8QR,16
711031,2022-07-18_8QR,42
751375,2022-07-19_8QR,40
791815,2022-07-20_8QR,32
832109,2022-07-21_8QR,31
872357,2022-07-22_8QR,37
912613,2022-07-23_8QR,15
952945,2022-07-24_8QR,16
993299,2022-07-25_8QR,41
1033609,2022-07-26_8QR,47
1073990,2022-07-27_8QR,40
1114287,2022-07-28_8QR,40
1152027,2022-07-29_8QR,34
1188907,2022-07-30_8QR,23
1219295,2022-07-31_8QR,15
26269,2022-08-01_8QR,31
66813,2022-08-02_8QR,35
107312,2022-08-03_8QR,36
147817,2022-08-04_8QR,34
188387,2022-08-05_8QR,24
228964,2022-08-06_8QR,17
269472,2022-08-07_8QR,26
309817,2022-08-08_8QR,33
350179,2022-08-09_8QR,30
390717,2022-08-10_8QR,30
431239,2022-08-11_8QR,31
471704,2022-08-12_8QR,5
512177,2022-08-13_8QR,5
552657,2022-08-14_8QR,10
593154,2022-08-15_8QR,10
633606,2022-08-16_8QR,20
674034,2022-08-17_8QR,20
714357,2022-08-18_8QR,20
754716,2022-08-19_8QR,10
795155,2022-08-20_8QR,15
835460,2022-08-21_8QR,15
875712,2022-08-22_8QR,20
915988,2022-08-23_8QR,21
956318,2022-08-24_8QR,28
996671,2022-08-25_8QR,41
1036992,2022-08-26_8QR,37
1077379,2022-08-27_8QR,20
1117687,2022-08-28_8QR,20
1155415,2022-08-29_8QR,49
1192296,2022-08-30_8QR,52
1222693,2022-08-31_8QR,49
29671,2022-09-01_8QR,56
70215,2022-09-02_8QR,39
110725,2022-09-03_8QR,27
151219,2022-09-04_8QR,28
191784,2022-09-05_8QR,62
232362,2022-09-06_8QR,64
272870,2022-09-07_8QR,53
313221,2022-09-08_8QR,67
353570,2022-09-09_8QR,50
394119,2022-09-10_8QR,17
434629,2022-09-11_8QR,16
475082,2022-09-12_8QR,67
515563,2022-09-13_8QR,59
556048,2022-09-14_8QR,55
596548,2022-09-15_8QR,62
637015,2022-09-16_8QR,49
677441,2022-09-17_8QR,28
717756,2022-09-18_8QR,34
758104,2022-09-19_8QR,65
798554,2022-09-20_8QR,60
838875,2022-09-21_8QR,57
879116,2022-09-22_8QR,57
919396,2022-09-23_8QR,59
959740,2022-09-24_8QR,31
1000089,2022-09-25_8QR,31
1040410,2022-09-26_8QR,51
1080795,2022-09-27_8QR,58
1121108,2022-09-28_8QR,61
1158830,2022-09-29_8QR,48
1195709,2022-09-30_8QR,53
33090,2022-10-01_8QR,21
73637,2022-10-02_8QR,21
114136,2022-10-03_8QR,69
154635,2022-10-04_8QR,61
195210,2022-10-05_8QR,62
235779,2022-10-06_8QR,65
276280,2022-10-07_8QR,56
316644,2022-10-08_8QR,36
356981,2022-10-09_8QR,32
397525,2022-10-10_8QR,64
438035,2022-10-11_8QR,61
478507,2022-10-12_8QR,54
518979,2022-10-13_8QR,53
559472,2022-10-14_8QR,55
599954,2022-10-15_8QR,36
640433,2022-10-16_8QR,33
680840,2022-10-17_8QR,64
721159,2022-10-18_8QR,23
761518,2022-10-19_8QR,58
801956,2022-10-20_8QR,52
842279,2022-10-21_8QR,53
882530,2022-10-22_8QR,32
922801,2022-10-23_8QR,39
963128,2022-10-24_8QR,63
1003485,2022-10-25_8QR,60
1043823,2022-10-26_8QR,54
1084198,2022-10-27_8QR,54
1124489,2022-10-28_8QR,51
1162242,2022-10-29_8QR,22
1199116,2022-10-30_8QR,27
1226084,2022-10-31_8QR,28
36463,2022-11-01_8QR,15
77047,2022-11-02_8QR,54
117534,2022-11-03_8QR,59
158049,2022-11-04_8QR,58
198625,2022-11-05_8QR,27
239190,2022-11-06_8QR,23
279672,2022-11-07_8QR,63
320032,2022-11-08_8QR,65
360388,2022-11-09_8QR,66
400927,2022-11-10_8QR,40
441434,2022-11-11_8QR,21
481905,2022-11-12_8QR,36
522381,2022-11-13_8QR,32
562874,2022-11-14_8QR,58
603345,2022-11-15_8QR,58
643847,2022-11-16_8QR,55
684241,2022-11-17_8QR,67
724556,2022-11-18_8QR,62
764923,2022-11-19_8QR,24
805366,2022-11-20_8QR,28
845677,2022-11-21_8QR,61
885924,2022-11-22_8QR,64
926212,2022-11-23_8QR,66
966536,2022-11-24_8QR,65
1006889,2022-11-25_8QR,54
1047233,2022-11-26_8QR,31
1087603,2022-11-27_8QR,27
1127886,2022-11-28_8QR,56
1165572,2022-11-29_8QR,64
1202483,2022-11-30_8QR,64
39867,2022-12-01_8QR,63
80456,2022-12-02_8QR,50
120947,2022-12-03_8QR,31
161457,2022-12-04_8QR,23
201928,2022-12-05_8QR,56
242491,2022-12-06_8QR,77
282925,2022-12-07_8QR,51
323258,2022-12-08_8QR,54
363699,2022-12-09_8QR,52
404273,2022-12-10_8QR,27
444774,2022-12-11_8QR,21
485246,2022-12-12_8QR,57
525725,2022-12-13_8QR,65
566201,2022-12-14_8QR,46
606646,2022-12-15_8QR,62
647177,2022-12-16_8QR,46
687546,2022-12-17_8QR,22
727907,2022-12-18_8QR,20
768289,2022-12-19_8QR,50
808726,2022-12-20_8QR,53
849023,2022-12-21_8QR,45
889248,2022-12-22_8QR,44
929573,2022-12-23_8QR,30
969889,2022-12-24_8QR,15
1010193,2022-12-25_8QR,25
1050568,2022-12-26_8QR,39
1090924,2022-12-27_8QR,41
1131210,2022-12-28_8QR,35
1168890,2022-12-29_8QR,34
1205842,2022-12-30_8QR,33
1229430,2022-12-31_8QR,26
