,index,y
26266,2022-08-01_1J7,143
66810,2022-08-02_1J7,154
107309,2022-08-03_1J7,124
147814,2022-08-04_1J7,139
188384,2022-08-05_1J7,118
228962,2022-08-06_1J7,45
269469,2022-08-07_1J7,46
309814,2022-08-08_1J7,146
350176,2022-08-09_1J7,125
390714,2022-08-10_1J7,129
431236,2022-08-11_1J7,135
471701,2022-08-12_1J7,113
512174,2022-08-13_1J7,28
552654,2022-08-14_1J7,36
593151,2022-08-15_1J7,45
633603,2022-08-16_1J7,147
674031,2022-08-17_1J7,144
714354,2022-08-18_1J7,127
754713,2022-08-19_1J7,114
795152,2022-08-20_1J7,38
835457,2022-08-21_1J7,42
875709,2022-08-22_1J7,140
915985,2022-08-23_1J7,169
956315,2022-08-24_1J7,149
996668,2022-08-25_1J7,142
1036989,2022-08-26_1J7,121
1077376,2022-08-27_1J7,37
1117684,2022-08-28_1J7,53
1155412,2022-08-29_1J7,157
1192293,2022-08-30_1J7,167
1222690,2022-08-31_1J7,169
29668,2022-09-01_1J7,162
70212,2022-09-02_1J7,146
110722,2022-09-03_1J7,48
151216,2022-09-04_1J7,62
191781,2022-09-05_1J7,197
232359,2022-09-06_1J7,213
272867,2022-09-07_1J7,189
313218,2022-09-08_1J7,193
353567,2022-09-09_1J7,160
394116,2022-09-10_1J7,58
434626,2022-09-11_1J7,29
475079,2022-09-12_1J7,198
515560,2022-09-13_1J7,204
556045,2022-09-14_1J7,180
596545,2022-09-15_1J7,178
637012,2022-09-16_1J7,166
677438,2022-09-17_1J7,56
717753,2022-09-18_1J7,40
758101,2022-09-19_1J7,205
798551,2022-09-20_1J7,222
838872,2022-09-21_1J7,189
879113,2022-09-22_1J7,206
919393,2022-09-23_1J7,85
959737,2022-09-24_1J7,52
1000086,2022-09-25_1J7,36
1040407,2022-09-26_1J7,229
1080792,2022-09-27_1J7,224
1121105,2022-09-28_1J7,184
1158827,2022-09-29_1J7,145
1195706,2022-09-30_1J7,155
33088,2022-10-01_1J7,39
73635,2022-10-02_1J7,45
114133,2022-10-03_1J7,219
154632,2022-10-04_1J7,233
195207,2022-10-05_1J7,195
235776,2022-10-06_1J7,223
276277,2022-10-07_1J7,172
316641,2022-10-08_1J7,49
356978,2022-10-09_1J7,53
397522,2022-10-10_1J7,215
438032,2022-10-11_1J7,236
478504,2022-10-12_1J7,196
518976,2022-10-13_1J7,211
559469,2022-10-14_1J7,171
599951,2022-10-15_1J7,51
640430,2022-10-16_1J7,63
680837,2022-10-17_1J7,225
721156,2022-10-18_1J7,118
761515,2022-10-19_1J7,208
801953,2022-10-20_1J7,223
842276,2022-10-21_1J7,97
882527,2022-10-22_1J7,62
922798,2022-10-23_1J7,40
963125,2022-10-24_1J7,221
1003482,2022-10-25_1J7,237
1043820,2022-10-26_1J7,223
1084195,2022-10-27_1J7,204
1124486,2022-10-28_1J7,145
1162239,2022-10-29_1J7,59
1199113,2022-10-30_1J7,37
1226081,2022-10-31_1J7,129
36460,2022-11-01_1J7,39
77044,2022-11-02_1J7,186
117531,2022-11-03_1J7,174
158046,2022-11-04_1J7,143
198622,2022-11-05_1J7,51
239187,2022-11-06_1J7,40
279669,2022-11-07_1J7,217
320029,2022-11-08_1J7,232
360385,2022-11-09_1J7,208
400924,2022-11-10_1J7,81
441431,2022-11-11_1J7,17
522378,2022-11-13_1J7,27
562871,2022-11-14_1J7,216
603342,2022-11-15_1J7,226
643844,2022-11-16_1J7,200
684238,2022-11-17_1J7,187
724553,2022-11-18_1J7,151
764920,2022-11-19_1J7,43
805363,2022-11-20_1J7,39
845674,2022-11-21_1J7,212
885921,2022-11-22_1J7,230
926209,2022-11-23_1J7,185
966533,2022-11-24_1J7,202
1006886,2022-11-25_1J7,173
1047231,2022-11-26_1J7,26
1087601,2022-11-27_1J7,17
1127883,2022-11-28_1J7,221
1165569,2022-11-29_1J7,227
1202480,2022-11-30_1J7,187
39864,2022-12-01_1J7,202
80453,2022-12-02_1J7,170
120944,2022-12-03_1J7,56
161454,2022-12-04_1J7,44
201925,2022-12-05_1J7,177
242488,2022-12-06_1J7,217
282922,2022-12-07_1J7,188
323255,2022-12-08_1J7,192
363696,2022-12-09_1J7,148
404271,2022-12-10_1J7,46
444771,2022-12-11_1J7,28
485243,2022-12-12_1J7,142
525722,2022-12-13_1J7,216
566198,2022-12-14_1J7,10
606643,2022-12-15_1J7,191
647174,2022-12-16_1J7,182
687543,2022-12-17_1J7,42
727905,2022-12-18_1J7,15
768286,2022-12-19_1J7,179
808723,2022-12-20_1J7,202
849020,2022-12-21_1J7,155
889245,2022-12-22_1J7,147
929570,2022-12-23_1J7,104
969886,2022-12-24_1J7,38
1010190,2022-12-25_1J7,37
1050565,2022-12-26_1J7,119
1090921,2022-12-27_1J7,135
1131207,2022-12-28_1J7,130
1168887,2022-12-29_1J7,131
1205839,2022-12-30_1J7,111
1229427,2022-12-31_1J7,40
